TS|CH0|CH1|CH2
9090|3.877|0.000|-3.903
9100|3.905|0.000|-3.928
9110|3.888|0.000|-3.918
9120|3.888|0.000|-3.923
9130|3.897|0.000|-3.908
9140|3.891|0.000|-3.903
9150|3.877|0.000|-3.903
9160|3.906|0.000|-3.884
9170|3.868|0.000|-3.918
9180|3.886|0.000|-3.923
9190|3.899|0.000|-3.903
9200|3.847|0.000|-3.903
9210|3.867|0.000|-3.903
9220|3.893|0.000|-3.850
9230|3.885|0.000|-3.879
9240|3.872|0.000|-3.898
9250|3.877|0.000|-3.898
9260|3.927|0.000|-3.898
9270|3.867|0.000|-3.879
9280|3.867|0.000|-3.884
9290|3.900|0.000|-3.923
9300|3.875|0.000|-3.879
9310|3.902|0.000|-3.903
9320|3.867|0.000|-3.923
9330|3.897|0.000|-3.889
9340|3.901|0.000|-3.859
9350|3.872|0.000|-3.903
9360|3.897|0.000|-3.903
9370|3.879|0.000|-3.933
9380|3.906|0.000|-3.898
9390|3.867|0.000|-3.923
9400|3.897|0.000|-3.942
9410|3.879|0.000|-3.854
9420|3.906|0.000|-3.903
9430|3.872|0.000|-3.923
9440|3.828|0.000|-3.762
9450|3.886|0.000|-3.918
9460|3.897|0.000|-3.859
9470|3.861|0.000|-3.879
9480|3.907|0.000|-3.898
9490|3.872|0.000|-3.894
9500|3.896|0.000|-3.898
9510|3.886|0.000|-3.908
9520|3.877|0.000|-3.937
9530|3.866|0.000|-3.859
9540|3.888|0.000|-3.898
9550|3.862|0.000|-3.923
9560|3.867|0.000|-3.898
9570|3.874|0.000|-3.942
9580|3.907|0.000|-3.869
9590|3.891|0.000|-3.923
9600|3.886|0.000|-3.903
9610|3.867|0.000|-3.903
9620|3.906|0.000|-3.898
9630|3.897|0.000|-3.859
9640|3.906|0.000|-3.903
9650|3.905|0.000|1.793
9660|3.857|0.000|1.856
9670|3.875|0.000|1.773
9680|3.907|0.000|1.842
9690|3.897|0.000|1.856
9700|3.889|0.000|1.793
9710|3.886|0.000|1.851
9720|3.896|0.000|1.832
9730|3.882|0.000|1.808
9740|3.897|0.000|1.861
9750|3.886|0.000|1.861
9760|3.906|0.000|1.856
9770|3.906|0.000|1.871
9780|3.877|0.000|1.793
9790|3.907|0.000|1.832
9800|3.907|0.000|1.832
9810|3.885|0.000|1.793
9820|3.886|0.000|1.759
9830|3.886|0.000|1.788
9840|3.883|0.000|1.866
9850|3.872|0.000|1.837
9860|3.894|0.000|1.793
9870|3.905|0.000|1.812
9880|3.888|0.000|1.773
9890|3.905|0.000|1.793
9900|3.907|0.000|1.768
9910|3.877|0.000|1.803
9920|3.907|0.000|1.749
9930|3.867|0.000|1.793
9940|3.891|0.000|1.827
9950|3.907|0.000|1.851
9960|3.902|0.000|1.842
9970|3.905|0.000|1.793
9980|3.906|0.000|1.798
9990|3.867|0.000|1.876
10000|3.886|0.000|1.793
10010|3.877|0.000|1.793
10020|3.888|0.000|1.793
10030|3.878|0.000|1.798
10040|3.897|0.000|1.793
10050|3.897|0.000|1.866
10060|3.902|0.000|1.812
10070|3.911|0.000|1.812
10080|3.907|0.000|1.876
10090|3.906|0.000|1.915
10100|3.886|0.000|1.856
10110|3.877|0.000|1.793
10120|3.877|0.000|1.832
10130|3.907|0.000|1.861
10140|3.888|0.000|1.768
10150|3.877|0.000|1.798
10160|3.889|0.000|1.837
10170|3.886|0.000|1.754
10180|3.906|0.000|1.783
10190|3.902|0.000|1.812
10200|3.906|0.000|1.773
10210|3.872|0.000|-3.898
10220|3.904|0.000|-3.923
10230|3.905|0.000|-3.923
10240|3.888|0.000|-3.879
10250|3.877|0.000|-3.879
10260|3.902|0.000|-3.903
10270|3.878|0.000|-3.913
10280|3.869|0.000|-3.903
10290|3.834|0.000|-3.898
10300|3.867|0.000|-3.903
10310|3.867|0.000|-3.942
10320|3.899|0.000|-3.903
10330|3.890|0.000|-3.898
10340|3.877|0.000|-3.889
10350|3.906|0.000|-3.903
10360|3.877|0.000|-3.840
10370|3.867|0.000|-3.903
10380|3.893|0.000|-3.874
10390|3.868|0.000|-3.894
10400|3.872|0.000|-3.903
10410|3.886|0.000|-3.898
10420|3.884|0.000|-3.898
10430|3.869|0.000|-3.923
10440|3.874|0.000|-3.903
10450|3.900|0.000|-3.913
10460|3.864|0.000|-3.898
10470|3.883|0.000|-3.913
10480|3.835|0.000|-3.952
