TS|CH0|CH1|CH2
9200|4.805|1.181|6.668
9210|4.902|1.176|6.693
9220|4.949|1.289|8.334
9230|4.842|1.092|6.668
9240|4.832|1.176|8.334
9250|4.900|1.328|4.841
9260|4.900|1.211|4.998
9270|4.902|1.348|7.699
9280|4.609|1.328|7.709
9290|4.951|1.034|6.717
9300|4.974|1.215|4.958
9310|4.988|1.346|7.137
9320|4.988|1.015|8.129
9330|4.842|1.093|6.668
9340|4.609|1.234|6.771
9350|4.678|1.328|7.709
9360|4.687|1.093|8.334
9370|4.675|1.328|5.857
9380|4.949|1.093|6.673
9390|4.678|1.093|7.084
9400|4.792|1.328|8.324
9410|4.803|1.212|7.084
9420|4.609|1.328|7.137
9430|4.795|1.408|8.285
9440|4.902|1.568|6.771
9450|4.675|1.179|8.324
9460|4.950|1.368|8.324
9470|4.976|1.176|7.030
9480|4.609|1.212|8.149
9490|4.792|1.409|4.998
9500|4.675|1.089|7.709
9510|4.792|1.330|6.981
9520|4.974|1.328|-1.148
9530|4.949|1.093|0.078
9540|4.949|1.414|-0.997
9550|4.947|0.937|-0.528
9560|4.949|0.955|0.117
9570|4.949|1.324|-1.065
9580|4.585|1.328|-2.496
9590|4.951|1.173|0.039
9600|4.951|1.179|0.713
9610|4.584|1.328|-0.518
9620|4.897|1.173|0.078
9630|4.585|1.181|-0.518
9640|4.910|1.092|-0.508
9650|4.919|1.093|-0.435
9660|4.949|1.220|0.083
9670|4.950|1.409|-0.982
9680|4.585|1.173|-1.065
9690|4.949|1.015|0.005
9700|4.950|1.093|0.005
9710|4.792|1.176|-0.440
9720|4.897|1.309|-0.528
9730|4.590|1.245|0.039
9740|4.818|1.215|-1.422
9750|4.668|1.424|-1.065
9760|4.685|1.407|-0.977
9770|4.603|1.015|0.044
9780|4.795|1.176|-0.528
9790|4.842|1.093|-0.518
9800|4.842|1.409|0.156
9810|4.838|1.231|0.044
9820|4.988|1.252|-1.158
9830|4.795|1.328|0.039
9840|4.950|1.231|-0.352
9850|4.902|1.486|-0.440
9860|4.902|1.093|-1.153
9870|4.974|1.093|-1.065
9880|4.589|1.328|-0.528
9890|4.792|1.348|-0.508
9900|4.687|1.368|-0.362
9910|4.988|1.215|-1.148
9920|4.897|1.215|0.313
9930|4.974|1.328|-0.352
9940|4.949|1.176|-0.528
9950|4.687|1.176|-0.596
9960|4.585|1.487|-0.528
9970|4.976|1.220|-0.518
9980|4.988|1.093|-1.148
9990|4.988|1.328|0.083
10000|4.973|1.411|-0.440
10010|4.687|1.015|-0.518
10020|4.818|1.215|-1.490
10030|4.949|1.173|-0.997
10040|4.685|1.212|-0.977
10050|4.842|1.328|-1.055
10060|4.949|1.407|-1.055
10070|4.805|1.089|-0.997
10080|4.842|1.565|6.668
10090|4.834|1.173|6.668
10100|4.976|1.348|6.707
10110|4.988|1.368|6.668
10120|4.687|1.211|7.606
10130|4.949|1.176|8.334
10140|4.805|1.176|4.998
10150|4.685|1.368|6.668
10160|4.900|1.231|7.919
10170|4.585|1.368|8.290
10180|4.590|1.176|6.693
10190|4.980|1.328|6.849
10200|4.951|1.220|8.285
10210|4.803|1.093|7.606
10220|4.949|1.176|7.137
10230|4.805|1.093|8.295
10240|4.976|1.089|6.693
10250|4.375|1.092|7.108
10260|4.949|1.212|6.771
10270|4.896|1.212|7.137
10280|4.949|1.173|5.857
10290|4.687|0.819|4.998
10300|4.838|1.093|7.294
10310|4.949|1.190|6.771
10320|4.949|1.387|8.129
